gender,SeniorCitizen,Partner,Dependents,tenure,PhoneService,MultipleLines,InternetService,OnlineSecurity,OnlineBackup,DeviceProtection,TechSupport,StreamingTV,StreamingMovies,Contract,PaperlessBilling,PaymentMethod,MonthlyCharges,TotalCharges,Churn
0,1,1,1,32,1,2,1,0,0,2,0,2,0,0,1,3,91.35,2896.55,0
0,0,1,0,34,1,2,1,0,0,2,0,2,2,0,1,2,100.45,3414.65,0
1,0,1,1,39,1,0,1,0,2,0,0,2,0,0,1,3,86.3,3266.0,1
1,1,1,0,16,1,2,1,0,0,0,0,2,0,0,1,1,85.05,1391.15,0
0,0,1,1,1,1,0,1,0,2,0,0,0,0,0,1,2,74.7,74.7,1
1,0,1,1,55,1,0,2,1,1,1,1,1,1,1,0,3,19.5,1026.35,0
1,0,1,0,22,1,0,1,0,0,2,0,2,0,0,1,0,87.0,1850.65,0
0,1,1,0,67,1,0,2,1,1,1,1,1,1,2,1,0,20.05,1263.05,0
0,0,0,0,23,1,0,2,1,1,1,1,1,1,0,1,0,20.3,470.6,0
0,0,1,1,65,1,2,0,0,2,0,2,2,2,2,1,0,79.4,5071.9,0
1,0,0,0,36,1,2,1,0,0,0,0,0,2,0,1,2,84.75,3050.15,1
0,1,1,0,69,1,2,1,0,2,0,2,2,2,2,0,1,105.4,6998.95,0
1,0,0,0,25,1,2,1,0,0,0,0,2,2,0,1,0,94.7,2362.1,1
0,1,1,0,48,1,0,1,0,0,0,0,0,0,0,1,0,70.65,3545.05,0
0,0,0,0,18,1,2,0,2,0,2,0,0,0,0,1,3,60.6,1156.35,0
1,0,0,0,10,1,2,2,1,1,1,1,1,1,2,0,0,25.7,251.6,0
1,0,1,1,71,1,2,0,2,2,2,2,2,2,2,0,2,90.4,6668.05,0
1,0,1,1,13,1,0,2,1,1,1,1,1,1,1,0,3,20.0,218.55,0
1,0,1,0,66,1,2,1,2,0,2,0,2,2,2,1,1,106.05,6981.35,1
1,0,0,1,27,1,0,2,1,1,1,1,1,1,1,0,1,20.05,552.9,0
0,0,0,0,3,1,0,1,0,0,0,0,2,0,0,1,2,79.4,244.65,1
1,1,0,0,54,0,1,0,0,2,2,0,2,2,1,1,2,55.45,2966.95,0
1,1,1,0,68,0,1,0,2,2,2,0,0,0,2,1,2,41.95,2965.75,0
1,1,0,0,24,1,2,0,0,2,0,0,0,0,0,0,1,54.8,1291.3,0
1,0,1,1,68,1,0,1,2,2,2,0,2,2,2,1,1,103.25,7074.4,0
1,0,1,0,70,1,2,1,0,2,2,0,2,0,1,1,0,95.0,6602.9,0
0,1,1,0,26,1,2,1,0,2,2,0,0,2,0,1,2,93.85,2381.55,1
1,0,0,0,3,1,0,2,1,1,1,1,1,1,0,1,3,19.1,53.05,0
0,0,0,0,3,1,0,0,2,2,0,0,0,0,0,0,2,55.35,165.2,1
0,0,0,0,13,0,1,0,2,0,0,0,0,0,0,1,0,30.85,394.1,0
0,1,1,0,37,1,0,2,1,1,1,1,1,1,1,0,3,19.6,727.8,0
0,0,0,0,2,1,0,0,0,2,0,2,0,0,0,1,1,55.05,102.75,1
1,0,0,1,9,1,0,0,0,2,0,0,0,0,0,1,2,50.1,484.05,0
0,1,1,0,47,1,2,0,2,2,2,0,0,0,0,1,1,67.45,3252.0,0
1,0,1,0,24,1,0,1,2,0,0,2,0,2,0,1,2,89.25,2210.2,0
0,0,1,1,72,1,2,0,2,2,2,2,2,2,2,0,1,90.95,6652.45,0
1,0,0,0,6,1,0,0,2,0,2,2,2,2,0,0,1,78.65,483.3,0
1,0,1,1,72,1,2,2,1,1,1,1,1,1,2,0,3,26.1,1851.45,0
1,0,1,1,48,1,0,0,0,2,2,0,0,0,1,1,1,55.8,2651.2,0
0,0,1,1,10,1,2,1,0,0,0,0,0,2,0,0,2,85.95,858.6,0
0,1,1,0,42,1,0,1,2,0,0,0,0,0,0,1,1,74.15,3229.4,1
1,0,0,0,51,1,2,1,0,2,2,2,0,0,0,1,2,87.35,4473.0,0
1,0,1,1,52,1,2,1,0,0,2,2,0,2,2,1,0,96.25,4990.25,1
1,1,0,0,1,1,0,1,0,0,0,0,0,0,0,1,2,71.65,71.65,1
1,0,1,1,29,1,0,1,0,0,0,0,0,0,0,1,2,70.75,1974.8,1
1,0,1,1,29,1,0,0,2,0,0,0,0,2,0,1,3,60.2,1834.15,0
0,0,1,1,59,1,2,0,2,2,0,2,0,0,1,0,3,65.5,3801.3,0
1,0,0,0,20,1,0,2,1,1,1,1,1,1,1,1,3,19.7,415.9,0
0,1,1,1,56,1,0,0,2,0,0,2,2,2,2,1,1,72.6,4084.35,0
1,1,1,0,63,1,0,0,2,2,2,2,2,2,1,1,0,84.0,5329.55,0
0,1,0,0,15,1,0,1,0,0,0,0,2,2,0,1,2,91.5,1400.3,0
0,1,1,0,72,1,2,0,2,2,2,2,2,2,2,0,1,89.1,6352.4,0
1,0,0,0,43,1,2,1,0,2,0,0,2,2,0,1,2,101.4,4528.0,1
0,0,1,1,21,1,0,1,0,2,0,0,0,0,0,1,0,74.05,1565.7,1
1,0,0,0,66,1,2,1,2,2,2,2,2,2,1,1,0,114.3,7383.7,0
1,1,1,1,47,1,0,1,0,2,0,0,2,0,1,1,0,84.95,4018.05,0
1,0,0,0,8,1,2,1,0,0,0,0,0,2,0,1,2,86.55,649.65,1
0,0,0,0,1,1,0,2,1,1,1,1,1,1,0,1,3,19.6,19.6,1
1,0,0,0,69,1,2,0,2,2,2,2,0,2,2,1,1,81.5,5553.25,0
0,1,0,0,1,1,0,1,0,0,0,0,0,0,0,1,2,70.55,70.55,1
0,0,1,0,42,1,2,0,2,2,0,2,0,0,0,1,1,66.4,2727.8,0
1,0,1,1,1,1,0,2,1,1,1,1,1,1,1,0,1,19.85,19.85,0
0,0,0,0,11,0,1,0,0,0,0,0,2,0,0,1,3,35.8,363.15,0
1,1,0,0,1,1,0,1,0,0,0,0,2,0,0,1,2,79.1,79.1,1
0,0,1,1,24,1,2,2,1,1,1,1,1,1,2,0,3,24.7,571.75,0
1,0,1,1,6,1,0,2,1,1,1,1,1,1,0,0,1,19.85,138.85,0
1,0,1,1,69,1,0,0,2,2,2,0,0,0,2,1,0,59.75,4069.9,0
0,0,0,1,17,1,2,0,0,0,2,0,0,0,1,1,3,55.85,937.5,1
0,0,1,1,7,0,1,0,0,0,0,0,0,0,0,1,2,24.7,149.05,0
1,0,1,0,72,1,2,0,2,0,2,2,2,2,2,0,1,86.65,6094.25,0
0,1,0,0,26,1,2,1,0,2,0,0,2,0,0,1,2,89.15,2277.65,1
1,0,0,0,2,1,0,1,0,0,2,0,2,2,0,1,2,95.85,197.7,1
0,0,0,0,10,1,2,1,0,0,2,0,2,2,0,1,2,100.6,1060.2,1
0,0,0,0,31,1,2,1,0,0,2,0,0,2,0,1,2,89.9,2806.9,1
1,1,0,0,20,1,2,1,0,0,0,0,2,0,0,1,2,84.35,1745.2,0
1,0,1,0,1,1,0,0,2,0,2,0,0,0,0,0,3,55.7,55.7,0
0,0,0,0,29,1,0,2,1,1,1,1,1,1,1,0,3,20.0,599.3,0
0,1,0,0,9,1,2,1,0,0,0,0,0,2,0,1,2,84.45,762.5,1
1,0,0,0,12,1,2,1,0,0,2,0,2,0,0,1,2,89.55,1021.75,0
1,0,0,0,6,1,0,1,0,0,0,0,0,0,0,1,2,69.1,435.0,0
0,0,0,0,11,1,0,2,1,1,1,1,1,1,1,0,3,20.0,211.95,0
1,0,1,1,34,1,2,0,0,0,2,0,2,2,1,0,0,77.2,2753.8,0
1,0,1,1,67,1,0,0,2,2,0,0,0,0,2,1,0,54.2,3838.2,0
0,0,0,0,1,1,2,0,0,0,0,0,0,2,0,1,2,60.15,60.15,1
1,0,0,0,10,1,0,0,2,0,0,2,2,0,0,0,0,62.25,612.95,0
1,1,0,0,60,1,2,0,2,2,0,0,0,2,1,1,2,71.75,4374.55,0
1,0,1,0,56,1,0,1,0,0,0,0,0,2,1,1,2,80.9,4557.5,0
1,0,0,0,1,0,1,0,0,0,0,0,0,2,0,1,2,35.45,35.45,1
0,0,1,1,24,0,1,0,2,2,2,0,2,2,1,0,2,57.6,1367.75,0
0,0,1,0,71,1,2,0,2,2,2,2,2,2,2,0,1,85.75,6223.8,0
1,0,1,1,38,1,0,0,2,2,2,2,2,0,1,0,2,74.05,2802.3,0
0,0,0,0,16,0,1,0,2,0,0,0,2,0,0,1,2,38.9,664.4,0
1,0,0,0,2,1,2,0,0,2,0,0,0,0,0,1,3,54.4,114.1,1
0,0,0,0,12,0,1,0,2,0,0,2,0,0,1,1,3,33.6,435.45,0
0,0,1,1,14,1,0,2,1,1,1,1,1,1,1,0,3,19.55,294.5,0
1,0,1,1,58,1,2,1,0,0,2,2,2,2,1,1,0,105.05,6004.85,0
0,0,1,0,10,1,0,2,1,1,1,1,1,1,0,1,0,19.95,187.75,0
0,0,1,1,72,1,2,1,2,2,0,2,2,0,2,0,0,99.9,7251.7,0
1,0,0,0,3,1,0,0,0,0,0,0,0,0,0,1,2,45.35,141.5,1
0,0,0,0,2,1,0,1,2,2,0,0,2,0,0,1,2,91.15,168.5,0
1,0,0,0,4,0,1,0,2,2,0,2,0,0,0,0,3,42.4,146.4,0
0,1,1,0,1,1,0,1,0,2,0,0,0,0,0,1,3,76.4,76.4,1
1,0,0,1,60,1,0,2,1,1,1,1,1,1,2,0,3,19.95,1189.9,0
0,1,0,0,50,1,2,1,0,2,0,2,2,2,1,1,2,106.8,5347.95,0
0,0,1,0,71,1,2,1,2,2,2,2,2,2,2,1,1,115.15,8078.1,0
1,0,0,0,64,1,0,1,2,2,0,0,2,2,1,1,1,100.3,6603.8,0
0,0,1,1,5,1,0,1,0,2,0,0,0,2,0,1,2,83.6,404.2,1
1,0,1,1,3,1,0,0,0,2,2,0,0,0,0,1,3,56.15,168.15,1
0,0,1,0,69,1,0,1,0,2,0,0,2,2,1,1,1,95.65,6744.2,0
0,0,1,1,70,1,2,0,2,2,2,2,2,2,2,1,0,89.0,6293.2,0
1,0,0,1,1,1,0,2,1,1,1,1,1,1,0,1,3,20.25,20.25,0
0,0,0,0,1,1,0,2,1,1,1,1,1,1,0,1,3,19.1,19.1,1
0,1,0,0,4,1,2,1,2,0,0,0,0,0,0,1,2,80.25,303.7,0
0,0,1,1,33,1,2,1,2,0,2,0,2,2,1,1,3,103.7,3467.0,1
1,0,0,0,22,1,0,2,1,1,1,1,1,1,1,0,3,20.3,475.1,0
0,0,0,0,34,1,0,1,0,2,2,2,2,2,0,1,2,105.1,3634.8,0
0,0,1,1,22,1,2,2,1,1,1,1,1,1,2,0,1,25.25,555.4,0
0,1,0,0,43,0,1,0,2,2,0,0,0,0,0,1,1,33.45,1500.25,0
0,0,0,0,72,1,2,1,2,2,2,2,2,2,2,1,1,112.75,8192.6,0
0,0,1,0,72,1,2,2,1,1,1,1,1,1,2,0,1,24.85,1871.85,0
1,1,1,0,44,1,2,1,0,2,0,0,0,2,1,0,3,88.4,3912.9,1
1,0,0,0,10,0,1,0,0,2,0,2,0,0,0,0,2,35.75,389.8,0
0,0,0,0,17,1,0,1,0,0,0,0,0,0,0,1,2,70.0,1144.5,1
0,0,0,1,25,1,0,0,0,2,0,2,0,0,1,1,1,54.75,1266.35,0
0,0,0,0,1,1,2,0,0,0,0,0,0,0,0,1,3,50.1,50.1,1
1,0,0,0,27,1,0,0,2,0,2,2,2,0,1,0,1,69.35,1927.3,0
0,0,0,0,19,1,0,0,0,0,0,0,0,2,0,1,2,56.2,1093.4,0
1,0,1,1,31,1,0,0,0,0,2,2,0,0,0,0,3,54.35,1647.0,0
1,0,1,1,70,1,0,2,1,1,1,1,1,1,2,0,1,20.35,1458.1,0
0,0,0,1,1,1,2,2,1,1,1,1,1,1,0,0,3,25.4,25.4,0
1,1,1,0,72,1,2,1,0,2,0,0,2,2,2,0,0,98.35,6929.4,0
0,0,1,0,4,1,0,2,1,1,1,1,1,1,1,0,0,20.5,79.05,0
1,0,0,0,24,1,2,2,1,1,1,1,1,1,1,0,2,24.6,592.65,0
1,0,0,0,22,0,1,0,0,0,2,2,2,2,2,0,0,56.75,1304.85,0
1,0,0,0,72,0,1,0,2,2,2,2,2,2,2,1,0,63.7,4464.8,0
0,0,1,0,50,1,2,1,2,2,0,2,2,2,0,1,0,109.65,5405.8,0
1,0,0,0,12,1,2,2,1,1,1,1,1,1,1,0,1,24.95,280.4,0
0,1,1,0,62,1,2,1,0,2,2,0,2,0,1,1,1,97.95,5936.55,0
0,0,1,0,2,1,0,2,1,1,1,1,1,1,0,0,3,20.35,41.85,0
0,1,0,0,2,1,0,1,0,0,0,0,0,2,0,1,0,79.75,159.4,1
0,0,1,1,19,1,2,2,1,1,1,1,1,1,2,1,0,24.9,467.7,0
0,0,0,0,1,0,1,0,0,0,2,2,0,0,0,0,3,35.9,35.9,0
1,0,0,0,5,1,0,1,0,0,0,2,2,2,0,1,2,96.1,453.4,1
0,0,0,0,68,1,2,0,0,2,2,0,2,2,2,1,2,80.65,5330.2,0
1,0,1,1,67,1,0,2,1,1,1,1,1,1,2,1,3,20.8,1411.9,0
0,0,1,1,68,1,0,0,2,2,2,2,2,2,2,1,1,85.0,5607.75,0
0,0,1,1,9,1,0,0,2,2,2,2,0,0,0,0,3,65.0,663.05,1
0,1,0,0,46,1,0,1,0,2,0,0,2,2,1,0,1,95.25,4424.2,1
1,1,0,0,18,1,2,0,2,2,0,0,0,0,0,1,1,58.4,964.9,0
0,0,0,0,54,1,0,1,2,2,0,0,2,2,1,1,1,100.05,5299.65,0
1,1,1,0,52,1,2,1,0,2,2,0,2,2,1,1,0,105.1,5376.4,0
0,1,0,0,23,1,2,1,0,0,2,0,0,0,0,1,3,79.35,1835.3,0
0,0,1,1,32,1,2,1,0,0,2,0,0,2,0,1,0,91.05,2954.5,1
1,0,1,1,68,1,2,0,0,2,0,2,0,2,2,0,1,70.8,4859.95,0
0,0,0,0,1,1,2,1,0,0,0,0,0,2,0,1,3,85.45,85.45,1
0,0,1,0,14,1,0,1,2,2,0,2,2,2,1,0,3,105.95,1348.9,1
0,0,0,0,2,0,1,0,0,0,0,0,2,2,0,1,2,45.25,85.5,1
0,0,1,0,3,1,2,1,0,0,0,0,0,0,0,1,1,74.1,228.0,1
1,0,1,1,72,1,2,1,2,2,2,2,2,2,2,0,0,114.45,8100.55,0
0,0,1,0,6,1,0,0,0,0,0,0,0,0,0,0,3,45.65,323.45,0
1,1,1,0,59,1,0,1,2,2,2,0,0,0,1,1,1,82.95,4903.15,0
1,0,1,0,40,1,0,1,0,2,2,0,0,0,0,1,2,80.0,3168.75,0
0,0,0,0,66,1,2,2,1,1,1,1,1,1,2,1,1,25.15,1683.6,0
1,0,0,0,1,1,0,2,1,1,1,1,1,1,0,1,3,20.1,20.1,1
0,1,0,0,10,1,0,1,0,0,2,0,0,2,0,1,1,84.6,865.55,1
0,0,1,1,2,0,1,0,0,2,0,0,0,0,0,1,3,30.25,63.75,0
0,0,1,1,72,1,2,1,2,2,2,0,2,2,2,0,1,109.55,7887.25,0
0,0,0,0,12,1,0,1,0,0,2,0,2,2,0,1,2,96.0,1062.1,1
1,0,0,1,11,1,2,1,0,0,2,0,0,0,0,1,3,78.0,851.8,0
1,0,1,0,58,1,0,0,0,0,2,0,0,0,1,0,1,50.3,2878.55,0
0,0,0,0,10,1,0,2,1,1,1,1,1,1,1,1,3,19.8,198.25,0
0,0,0,0,60,0,1,0,2,0,2,0,0,2,1,1,2,44.45,2773.9,0
0,0,1,1,59,1,2,0,2,2,2,2,2,2,2,0,1,90.3,5194.05,0
1,0,1,0,56,1,0,2,1,1,1,1,1,1,1,0,1,19.95,1126.75,0
0,0,1,0,53,1,0,2,1,1,1,1,1,1,1,0,1,19.05,990.45,0
1,0,0,0,10,1,2,1,0,2,2,0,0,2,0,1,2,95.25,1021.55,0
1,0,1,1,60,1,0,0,0,2,0,2,2,2,2,0,0,76.95,4543.95,0
0,0,0,0,16,1,0,1,0,2,0,0,0,0,0,0,0,75.1,1212.85,0
0,0,1,1,22,1,0,1,0,2,0,0,0,2,0,0,2,83.3,1845.9,1
0,0,1,1,62,1,0,1,0,2,2,0,2,2,0,1,2,100.15,6283.3,1
0,0,0,0,5,1,2,2,1,1,1,1,1,1,0,0,3,25.45,134.75,0
0,1,1,0,48,1,0,0,0,2,0,0,0,2,1,1,0,58.95,2789.7,0
0,0,1,1,48,0,1,0,0,0,0,2,0,0,0,1,1,29.5,1423.05,0
0,0,1,0,51,1,0,0,2,2,0,2,0,0,1,1,0,60.5,3145.15,0
1,0,1,0,54,1,2,1,0,2,2,0,2,2,0,1,2,104.3,5278.15,1
1,0,0,0,3,1,0,0,0,0,0,0,2,0,0,0,1,53.4,188.7,1
1,0,1,0,4,1,2,1,0,2,0,0,2,2,0,1,2,100.2,420.2,1
1,0,0,1,49,1,2,1,0,0,0,2,2,2,1,1,0,100.6,5069.65,1
0,0,1,1,61,1,2,1,2,2,2,2,2,2,2,0,1,115.1,7008.15,0
0,0,1,0,71,1,2,0,2,2,2,2,2,2,2,0,1,89.3,6388.65,0
1,0,0,0,18,1,2,1,0,2,0,0,0,0,0,1,2,80.65,1451.9,1
1,1,1,1,68,1,2,1,0,0,2,2,2,2,1,1,1,107.15,7379.8,0
0,0,0,0,23,1,2,1,0,2,0,0,2,2,0,1,1,98.7,2249.1,0
0,0,0,0,6,0,1,0,0,0,0,2,2,2,1,1,3,49.25,255.6,0
1,0,0,0,1,1,2,2,1,1,1,1,1,1,0,1,3,24.05,24.05,1
0,1,1,0,40,0,1,0,0,2,0,0,2,0,0,1,2,39.3,1637.4,1
0,0,0,0,68,1,0,2,1,1,1,1,1,1,2,0,1,19.6,1441.65,0
1,0,1,0,63,1,2,1,0,2,2,0,2,2,0,1,2,103.4,6603.0,1
0,0,1,1,48,1,2,0,0,2,0,2,2,2,2,0,2,79.65,3870.3,0
0,1,0,0,43,1,2,1,0,2,0,0,2,0,0,1,2,90.25,3838.75,0
1,0,0,0,6,1,0,2,1,1,1,1,1,1,1,0,3,19.15,124.4,0
1,0,1,1,72,1,2,0,2,0,0,0,0,0,2,0,0,55.3,3983.6,0
0,1,0,0,35,0,1,0,0,0,2,0,2,0,0,1,2,39.85,1434.6,0
0,0,1,0,23,1,0,0,2,0,2,2,0,2,1,1,0,68.75,1689.45,0
1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,2,25.15,25.15,1
1,0,0,0,53,0,1,0,0,0,2,2,2,2,1,0,1,54.9,3045.75,0
0,0,0,0,38,1,2,0,2,2,2,0,0,0,0,1,0,66.15,2522.4,0
0,0,0,0,25,1,0,2,1,1,1,1,1,1,0,0,3,19.05,461.3,0
0,0,1,0,72,1,2,1,2,2,2,2,0,0,2,1,0,94.25,6849.75,0
1,0,0,0,56,1,2,0,2,2,0,2,0,0,1,1,0,64.65,3665.55,0
1,0,0,0,47,1,2,1,2,2,0,0,2,0,1,0,0,94.8,4535.85,0
1,1,0,0,4,1,0,1,0,0,0,0,0,0,0,0,2,69.35,261.65,0
1,1,0,0,31,1,2,1,0,0,2,2,2,0,0,1,0,96.6,2877.95,0
0,1,0,0,56,1,2,1,2,2,0,0,0,2,0,1,2,96.85,5219.65,0
1,0,1,0,51,1,2,1,0,2,0,0,0,2,1,1,1,90.35,4614.55,0
1,0,0,0,3,1,0,1,0,0,0,0,2,2,0,1,2,92.0,266.8,0
0,0,0,0,38,1,0,1,0,0,0,0,2,2,1,1,3,89.1,3342.0,0
0,0,0,1,44,1,2,0,0,2,0,0,2,2,1,1,3,77.55,3471.1,0
1,0,1,0,57,1,0,0,2,0,0,2,0,0,0,0,2,55.7,3171.6,0
1,0,0,0,27,1,0,2,1,1,1,1,1,1,1,0,3,20.3,595.05,0
1,0,1,1,69,1,0,1,2,2,0,2,2,2,2,1,1,106.35,7261.75,0
1,0,1,0,38,1,0,2,1,1,1,1,1,1,2,0,0,20.4,743.5,0
0,0,1,1,72,1,2,2,1,1,1,1,1,1,2,1,0,26.25,1988.05,0
0,0,1,1,14,1,0,2,1,1,1,1,1,1,2,1,3,19.7,263.65,0
1,0,0,0,1,1,0,2,1,1,1,1,1,1,0,1,2,19.85,19.85,1
0,0,1,1,27,1,0,2,1,1,1,1,1,1,2,0,3,19.9,550.1,0
0,0,1,1,5,0,1,0,0,2,0,0,0,0,0,1,2,30.5,167.2,0
0,0,0,0,1,1,0,1,0,0,0,0,0,2,0,0,1,80.15,80.15,1
0,0,1,1,63,1,0,2,1,1,1,1,1,1,2,0,1,20.0,1209.25,0
1,0,1,1,70,1,2,0,2,0,2,0,2,0,2,0,1,68.95,4858.7,0
1,0,0,0,26,0,1,0,2,0,0,2,2,2,1,0,1,54.55,1362.85,0
1,1,0,0,1,1,0,1,0,0,0,0,0,0,0,1,2,70.05,70.05,0
0,0,1,0,68,1,0,0,2,0,0,2,0,0,1,0,0,55.9,3848.8,0
1,0,1,1,11,1,0,2,1,1,1,1,1,1,2,0,3,19.65,225.75,0
1,0,0,0,70,1,2,1,2,2,2,2,2,2,2,1,0,114.95,7711.25,0
0,0,0,0,10,0,1,0,0,2,0,2,0,0,0,0,2,36.25,374.0,0
0,0,0,0,19,0,1,0,0,2,0,0,0,2,0,1,2,39.7,710.05,0
0,0,0,0,42,1,0,1,0,2,2,2,2,2,0,1,0,103.8,4327.5,0
1,1,0,0,13,1,0,1,0,0,0,0,2,2,0,1,2,90.5,1201.15,1
0,1,1,0,21,1,2,0,0,2,2,0,0,2,1,0,0,71.7,1497.05,0
1,0,1,0,9,1,0,0,0,0,2,0,2,2,0,1,3,70.05,564.4,0
1,1,1,1,26,1,2,1,0,2,2,0,2,2,0,0,2,105.75,2710.25,1
1,1,0,0,37,0,1,0,0,2,2,0,0,0,0,0,2,36.65,1315.0,0
0,1,1,0,32,1,2,1,0,0,0,0,2,0,0,1,1,85.95,2628.6,1
1,0,1,0,55,1,2,1,0,0,2,2,2,2,1,1,2,104.15,5743.05,1
1,1,0,0,1,1,2,1,0,0,0,0,0,0,0,1,2,74.4,74.4,1
1,0,1,0,14,1,2,1,0,0,0,0,0,2,0,1,2,85.15,1139.2,1
0,0,1,0,16,1,0,2,1,1,1,1,1,1,0,0,3,19.6,314.45,0
0,0,1,0,72,1,2,1,0,2,0,0,2,2,2,1,1,97.7,6869.7,0
0,0,1,1,49,1,2,0,0,2,0,2,2,2,2,0,0,79.3,3902.45,0
1,0,0,1,6,1,2,2,1,1,1,1,1,1,0,0,3,26.35,184.05,0
0,0,0,0,7,1,0,0,2,2,2,0,0,0,0,0,2,61.4,438.9,0
1,0,0,0,2,1,2,1,0,0,0,0,0,2,0,1,2,86.0,165.45,1
1,0,1,0,42,0,1,0,0,0,0,0,0,0,0,1,1,25.1,1097.15,0
1,0,1,1,4,1,0,2,1,1,1,1,1,1,2,0,1,19.55,68.8,0
